[2023-04-03 10:09:54,039 Pegawairupbasan.py->testconfigandlogin()]==>INFO: Konfigurasi agar berjalan di setiap sistem operasi (mac dan Windos)
[2023-04-03 10:09:57,112 Pegawairupbasan.py->testconfigandlogin()]==>INFO: Memasukan User name dan Password di halaman Login
[2023-04-03 10:09:57,118 Pegawairupbasan.py->test_menmabahpetugasrupbasan()]==>INFO: Mengakses Halaman
[2023-04-03 10:20:33,010 Pegawairupbasan.py->testconfigandlogin()]==>INFO: Konfigurasi agar berjalan di setiap sistem operasi (mac dan Windos)
[2023-04-03 10:20:41,907 Pegawairupbasan.py->testconfigandlogin()]==>INFO: Memasukan User name dan Password di halaman Login
[2023-04-03 10:20:41,918 Pegawairupbasan.py->test_menmabahpetugasrupbasan()]==>INFO: Mengakses Halaman
[2023-04-03 10:22:36,107 Pegawairupbasan.py->testconfigandlogin()]==>INFO: Konfigurasi agar berjalan di setiap sistem operasi (mac dan Windos)
[2023-04-03 10:22:42,516 Pegawairupbasan.py->testconfigandlogin()]==>INFO: Memasukan User name dan Password di halaman Login
[2023-04-03 10:22:42,526 Pegawairupbasan.py->test_menmabahpetugasrupbasan()]==>INFO: Mengakses Halaman
[2023-04-03 10:24:56,017 Pegawairupbasan.py->testconfigandlogin()]==>INFO: Konfigurasi agar berjalan di setiap sistem operasi (mac dan Windos)
[2023-04-03 10:25:02,521 Pegawairupbasan.py->testconfigandlogin()]==>INFO: Memasukan User name dan Password di halaman Login
[2023-04-03 10:25:02,538 Pegawairupbasan.py->test_menmabahpetugasrupbasan()]==>INFO: Mengakses Halaman
[2023-04-03 10:29:59,687 Pegawairupbasan.py->testconfigandlogin()]==>INFO: Konfigurasi agar berjalan di setiap sistem operasi (mac dan Windos)
[2023-04-03 10:30:12,629 Pegawairupbasan.py->testconfigandlogin()]==>INFO: Memasukan User name dan Password di halaman Login
[2023-04-03 10:30:48,585 Pegawairupbasan.py->testconfigandlogin()]==>INFO: Konfigurasi agar berjalan di setiap sistem operasi (mac dan Windos)
[2023-04-03 10:30:55,841 Pegawairupbasan.py->testconfigandlogin()]==>INFO: Memasukan User name dan Password di halaman Login
[2023-04-03 10:32:12,265 Pegawairupbasan.py->testconfigandlogin()]==>INFO: Konfigurasi agar berjalan di setiap sistem operasi (mac dan Windos)
[2023-04-03 10:32:19,183 Pegawairupbasan.py->testconfigandlogin()]==>INFO: Memasukan User name dan Password di halaman Login
[2023-04-03 10:33:58,342 Pegawairupbasan.py->testconfigandlogin()]==>INFO: Konfigurasi agar berjalan di setiap sistem operasi (mac dan Windos)
[2023-04-03 10:34:50,502 Pegawairupbasan.py->testconfigandlogin()]==>INFO: Memasukan User name dan Password di halaman Login
[2023-04-03 10:35:30,348 Pegawairupbasan.py->testconfigandlogin()]==>INFO: Konfigurasi agar berjalan di setiap sistem operasi (mac dan Windos)
[2023-04-03 10:35:36,406 Pegawairupbasan.py->testconfigandlogin()]==>INFO: Memasukan User name dan Password di halaman Login
[2023-04-03 11:43:37,161 Fungsional-Penerimaan.py->testconfigwebdriver()]==>INFO: Konfigurasi agar berjalan di setiap sistem operasi (mac dan Windos)
[2023-04-03 11:43:41,187 Fungsional-Penerimaan.py->testlogin()]==>INFO: Memasukan User name dan Password di halaman Login
[2023-04-03 11:43:45,013 Fungsional-Penerimaan.py->testaksesmenu()]==>INFO: Mengakses Halaman Penerimaan
[2023-04-03 11:43:56,164 Fungsional-Penerimaan.py->testaksesmenu()]==>INFO: Mengakses Halaman Tambah
[2023-04-03 11:43:57,419 Fungsional-Penerimaan.py->test_PNM_01()]==>INFO: Memeilih Dropdown Jenis Registrasi
[2023-04-03 11:43:58,174 Fungsional-Penerimaan.py->test_PNM_02()]==>INFO: Menginput Tanggal Penerimaan
[2023-04-03 11:43:58,509 Fungsional-Penerimaan.py->test_PNM_03()]==>INFO: Memilih Opsi instansi
[2023-04-03 11:43:59,727 Fungsional-Penerimaan.py->test_PNM_04()]==>INFO: Menginput Nomor Surat Perintah Penyitaan
[2023-04-03 11:43:59,886 Fungsional-Penerimaan.py->test_PNM_04()]==>INFO: Menginput Tgl Surat Perintah Penyitaan
[2023-04-03 11:44:00,046 Fungsional-Penerimaan.py->test_PNM_05()]==>INFO: Menginput anggal Surat Perintah Penyitaan
[2023-04-03 11:44:00,259 Fungsional-Penerimaan.py->test_PNM_06()]==>INFO: Memilih Opsi Pengadilan Penyita
[2023-04-03 11:44:01,156 Fungsional-Penerimaan.py->test_PNM_07()]==>INFO: menginput nomor surat Penyitaan
[2023-04-03 11:44:01,355 Fungsional-Penerimaan.py->test_PNM_08()]==>INFO: menginput tanggal surat Penyitaan
